epoch,loss,accuracy,precision,recall,f1,lr
51,0.11629436899633969,0.9670588235294117,0.9656084656084656,0.9785522788203753,0.9720372836218375,0.001
52,0.1126755238923372,0.96,0.9495472186287193,0.9839142091152815,0.9664252797893351,0.001
53,0.11469714663776696,0.9654901960784313,0.9743243243243244,0.9664879356568364,0.9703903095558546,0.001
54,0.11147734914340225,0.9607843137254902,0.9566929133858267,0.9772117962466488,0.96684350132626,0.001
55,0.11479952413077447,0.9568627450980393,0.9588313413014609,0.967828418230563,0.9633088725817212,0.001
56,0.10950740853945415,0.9631372549019608,0.9641434262948207,0.9731903485254692,0.9686457638425617,0.001
57,0.11240408607557709,0.9615686274509804,0.9591567852437418,0.9758713136729222,0.9674418604651163,0.001
58,0.10990859993532592,0.9694117647058823,0.9669749009247027,0.9812332439678284,0.9740518962075848,0.001
59,0.10882543066553041,0.9623529411764706,0.9604221635883905,0.9758713136729222,0.9680851063829787,0.001
60,0.11574778285681032,0.9592156862745098,0.961436170212766,0.9691689008042895,0.965287049399199,0.001
61,0.11133816901959626,0.9631372549019608,0.9666221628838452,0.9705093833780161,0.968561872909699,0.001
62,0.10327778360422919,0.9670588235294117,0.9656084656084656,0.9785522788203753,0.9720372836218375,0.0001
63,0.11627076472137489,0.9584313725490196,0.9529411764705882,0.9772117962466488,0.9649238914626076,0.0001
64,0.1081825102778042,0.9654901960784313,0.9630606860158312,0.9785522788203753,0.9707446808510638,0.0001
65,0.10192304522967806,0.967843137254902,0.9619921363040629,0.9839142091152815,0.9728296885354539,0.0001
66,0.10527022781325322,0.967843137254902,0.9644268774703557,0.9812332439678284,0.9727574750830564,0.0001
67,0.11084708399632398,0.9623529411764706,0.9604221635883905,0.9758713136729222,0.9680851063829787,0.0001
68,0.10071400384108226,0.9654901960784313,0.9618421052631579,0.9798927613941019,0.9707835325365206,1e-05
69,0.10633661460642721,0.967843137254902,0.9706275033377837,0.9745308310991957,0.9725752508361204,1e-05
70,0.10790270487467447,0.9592156862745098,0.958994708994709,0.9718498659517426,0.9653794940079894,1e-05
71,0.11143629376210418,0.9592156862745098,0.9626666666666667,0.967828418230563,0.9652406417112299,1e-05
72,0.10114246762266346,0.9631372549019608,0.9629139072847682,0.9745308310991957,0.9686875416389074,1e-05
73,0.10302660908769158,0.9686274509803922,0.9706666666666667,0.9758713136729222,0.9732620320855615,1e-05
74,0.10959792124874451,0.9607843137254902,0.9578947368421052,0.9758713136729222,0.9667994687915007,1.0000000000000002e-06
75,0.10816091474949145,0.9639215686274509,0.9605263157894737,0.9785522788203753,0.9694555112881806,1.0000000000000002e-06
76,0.09781249110605203,0.971764705882353,0.9671052631578947,0.985254691689008,0.9760956175298805,1.0000000000000002e-06
77,0.11434576052076677,0.96,0.96271637816245,0.9691689008042895,0.9659318637274549,1.0000000000000002e-06
78,0.09576638145774019,0.9694117647058823,0.9732262382864793,0.9745308310991957,0.9738780977896851,1.0000000000000002e-06
