epoch,loss,accuracy,precision,recall,f1,lr
1,4.9361265780879,0.5152941176470588,0.5891364902506964,0.5670241286863271,0.5778688524590164,0.001
2,3.7689407812380322,0.6109803921568627,0.6666666666666666,0.6702412868632708,0.6684491978609626,0.001
3,2.770934493307974,0.6729411764705883,0.7244201909959073,0.7117962466487936,0.718052738336714,0.001
4,2.436779141706579,0.7176470588235294,0.7468030690537084,0.7828418230563002,0.7643979057591623,0.001
5,1.9812971936020196,0.7662745098039215,0.8002680965147453,0.8002680965147453,0.8002680965147453,0.001
6,1.833135149899651,0.7733333333333333,0.8058902275769746,0.806970509383378,0.8064300066979236,0.001
7,1.7049887006423052,0.7874509803921569,0.819650067294751,0.8163538873994638,0.8179986568166555,0.001
8,1.4582676577100566,0.8149019607843138,0.8373015873015873,0.8485254691689008,0.8428761651131824,0.001
9,1.4740844319848454,0.8109803921568628,0.8435374149659864,0.8310991957104558,0.837272113436867,0.001
10,1.1411144336064656,0.851764705882353,0.8820301783264746,0.8619302949061662,0.871864406779661,0.001
11,1.0983034677131502,0.8509803921568627,0.861038961038961,0.8887399463806971,0.8746701846965699,0.001
12,1.0985861977408915,0.8447058823529412,0.8743169398907104,0.8579088471849866,0.8660351826792964,0.001
13,1.0628129650564755,0.8549019607843137,0.8657105606258149,0.8900804289544236,0.8777263714474554,0.001
14,1.0812272445828306,0.8635294117647059,0.8753280839895013,0.8941018766756033,0.8846153846153846,0.001
15,0.9922125388126747,0.8572549019607844,0.873015873015873,0.8847184986595175,0.8788282290279628,0.001
16,1.0585291265038883,0.8494117647058823,0.8815426997245179,0.8579088471849866,0.8695652173913043,0.001
17,0.9079792508891985,0.8666666666666667,0.8891891891891892,0.8820375335120644,0.8855989232839838,0.001
18,0.9119284787832522,0.876078431372549,0.8878627968337731,0.9021447721179625,0.8949468085106383,0.001
19,0.9544461739764494,0.8713725490196078,0.8828947368421053,0.8994638069705094,0.8911022576361222,0.001
20,0.8502011144394968,0.8917647058823529,0.9119241192411924,0.9021447721179625,0.9070080862533693,0.001
21,0.740539395645553,0.8862745098039215,0.9033557046979865,0.9021447721179625,0.9027498323272971,0.001
22,0.8577545968925252,0.8941176470588236,0.9067909454061251,0.9128686327077749,0.9098196392785571,0.001
23,0.7366192872851502,0.8988235294117647,0.9096945551128818,0.9182305630026809,0.9139426284189459,0.001
24,0.7296723613552019,0.9019607843137255,0.9145527369826435,0.9182305630026809,0.9163879598662207,0.001
25,0.818971778645235,0.8823529411764706,0.9027027027027027,0.8954423592493298,0.8990578734858681,0.001
26,0.7252099406485464,0.8909803921568628,0.9095816464237517,0.903485254691689,0.9065232010759919,0.001
27,0.6394924809418473,0.8964705882352941,0.9137466307277629,0.9088471849865952,0.9112903225806451,0.001
28,0.658161236503545,0.9113725490196078,0.9203187250996016,0.9289544235924933,0.9246164109406271,0.001
29,0.6168850170864778,0.9168627450980392,0.9359673024523161,0.920911528150134,0.9283783783783783,0.001
30,0.6269624983110265,0.9137254901960784,0.9262734584450402,0.9262734584450402,0.9262734584450402,0.001
31,0.63252698543025,0.9050980392156863,0.9194630872483222,0.9182305630026809,0.9188464118041583,0.001
32,0.6044978356361389,0.9152941176470588,0.921957671957672,0.9343163538873994,0.9280958721704394,0.001
33,0.6489593480615055,0.9113725490196078,0.9306122448979591,0.9168900804289544,0.9237002025658338,0.001
34,0.47803543174968044,0.9113725490196078,0.9169960474308301,0.9329758713136729,0.9249169435215947,0.001
35,0.606034010999343,0.9176470588235294,0.9256308100929614,0.9343163538873994,0.9299533022014677,0.001
36,0.5946700546320747,0.9145098039215687,0.9333333333333333,0.9195710455764075,0.9264010803511141,0.001
37,0.54814989454606,0.9184313725490196,0.9212598425196851,0.9410187667560321,0.9310344827586207,0.001
38,0.5728125083446503,0.9192156862745098,0.9362279511533242,0.9249329758713136,0.930546190155091,0.001
39,0.48827781209758686,0.9168627450980392,0.9324324324324325,0.9249329758713136,0.9286675639300135,0.001
40,0.37646133675294763,0.9364705882352942,0.9415670650730412,0.9504021447721179,0.9459639759839893,0.0001
41,0.5695349830739639,0.9160784313725491,0.9254327563249002,0.9316353887399463,0.9285237140948563,0.0001
42,0.5605231468817767,0.912156862745098,0.9171052631578948,0.9343163538873994,0.9256308100929614,0.0001
43,0.5789888503972221,0.9231372549019607,0.9297082228116711,0.9396782841823056,0.9346666666666666,0.0001
44,0.4582493408988504,0.927843137254902,0.9418918918918919,0.9343163538873994,0.9380888290713324,0.0001
45,0.4037022338661493,0.9356862745098039,0.9474393530997305,0.9423592493297587,0.9448924731182796,0.0001
46,0.5156062786719379,0.923921568627451,0.9320905459387483,0.938337801608579,0.9352037408149633,0.0001
47,0.5177656996250153,0.9317647058823529,0.9422818791946309,0.9410187667560321,0.9416498993963782,0.0001
48,0.48303106967140647,0.9262745098039216,0.9346666666666666,0.9396782841823056,0.9371657754010695,0.0001
49,0.45576489492958666,0.9223529411764706,0.9307589880159787,0.9369973190348525,0.9338677354709419,0.0001
50,0.5380477830241708,0.9215686274509803,0.9306666666666666,0.935656836461126,0.9331550802139037,0.0001
